Relation	Sentence	NER1	NER2
subsidiary	<e2>ODFC</e2> is wholly owned by the <e1>Government of Japan</e1> through the Ministry of Finance.	ORG	ORG
subsidiary	Manila is also the site of the <e2>Philippine General Hospital</e2>, the tertiary state-owned hospital administered and operated by the <e1>University of the Philippines</e1> Manila.	ORG	ORG
subsidiary	<e2>CNN</e2> (Cable News Network) is an American news-based pay television channel owned by CNN Worldwide, a unit of the <e1>WarnerMedia</e1> News & Sports division of AT&T's WarnerMedia.	ORG	ORG
subsidiary	<e2>OCZ</e2> was a brand of <e1>Toshiba</e1> that was used for some of its solid-state drives (SSDs) before they were rebranded with the Toshiba brand.	ORG	ORG
subsidiary	<e2>Lipton</e2> is a British brand of tea, owned by <e1>Unilever</e1>.	ORG	ORG
subsidiary	In 2002, <e2>THX</e2> was owned by sound card manufacturer <e1>Creative Technology</e1> Limited, which held a 60% share of the company.	ORG	ORG
subsidiary	<e2>PAL Express</e2> is <e1>Philippine Airlines</e1>' answer to Cebu Pacific's dominance in the low-cost travel market in the Philippines.	ORG	ORG
subsidiary	<e1>National Amusements</e1> and the Redstone family retained approximately 80% ownership of both CBS and <e2>Viacom</e2>.	ORG	ORG
subsidiary	These locations represent one or more of the <e1>CNHI</e1> brands: <e2>Case IH</e2>, New Holland Agriculture, Case CE, New Holland Construction, and CNH Industrial Capital.	ORG	ORG
subsidiary	Europe’s most watched channel proportionate to population is <e2>Nova TV</e2>, controlled by <e1>Central European Media Enterprises</e1> of the US. ORG ORG subsidiary The following is an alphabetic list of Disney/Pixar characters, in feature films, shorts and specials originally conceived by <e2>Pixar Animation Studios</e2>, which has been a subsidiary of <e1>The Walt Disney Company</e1> since 2006. ORG ORG subsidiary Since late 1989 it has been an <e2>Asda</e2> hypermarket, which after Asda was taken over by <e1>Walmart</e1> in 1999 was branded as an Asda Wal*Mart Supercentre in 2001. ORG ORG subsidiary Asia Pacific Breweries acquired <e2>DB Breweries</e2> in 2004, which in turn was bought-out by <e1>Heineken</e1> International in 2012. ORG ORG subsidiary The <e2>Antigua and Barbuda Football Association</e2> became affiliated with the Fédération Internationale de Football Association (FIFA) and Confederation of North, Central American and Caribbean Association Football (<e1>CONCACAF</e1>) in 1970. ORG ORG subsidiary <e1>Eizo</e1> and its subsidiary, <e2>Irem</e2>, have their headquarters in Hakusan. ORG ORG subsidiary <e1>BI-LO</e1> will purchase <e2>Winn-Dixie</e2> for $530 million, and operate Winn-Dixie as a subsidiary with its stores maintaining the Winn-Dixie name. ORG ORG subsidiary Greece does not have a flag carrier, but the country's airline industry is dominated by <e1>Aegean Airlines</e1> and its subsidiary <e2>Olympic Air</e2>. ORG ORG subsidiary <e2>Vertigo</e2> (also known as Vertigo Comics or DC Vertigo) was an imprint of the American comic book publisher <e1>DC Comics</e1>. ORG ORG subsidiary On February 21, 2017, <e1>Restaurant Brands International</e1> announced its intent to acquire <e2>Popeyes Louisiana Kitchen</e2> for US$1.8 billion at US$79 per share. ORG ORG subsidiary The <e2>UAZ</e2> automobile manufacturing plant (subsidiary of <e1>Sollers JSC</e1>); Aviastar-SP Aircraft Company (part of United Aircraft Corporation); Scientific and Production Association Mars" (manufactures industrial control systems for the Russian Navy, a subsidiary of state-owned conglomerate Agat); Ulyanovsk Cartridge Works (manufactures ammunition for firearms); Ulyanovsk Motor Plant (russian.Ульяновский моторный завод, UMZ) and Ulyanovsk Mechanical Plant (russian.Ульяновский механический завод, UMZ, a subsidiary of JSC Almaz-Antey) are based in the city along with a variety of light industry and food-processing enterprises.	ORG	ORG
subsidiary	In 1985, Industria de Diseno Textil S.A. or <e1>Inditex</e1> was created as a holding company for <e2>Zara</e2> and its manufacturing plants.	ORG	ORG
subsidiary	On July 4, 2007, the company announced a merger with <e2>Mag Garden</e2>, forming a new holding company called <e1>IG Port</e1>.	ORG	ORG
subsidiary	The <e2>Waffen-SS</e2> (Armed SS) was created as the militarized wing of the "<e1>Schutzstaffel</e1>" (SS; "Protective Squadron") of the Nazi Party.	ORG	ORG
subsidiary	In 1995, Blackstone sold its stake in <e2>BlackRock</e2> to <e1>PNC Financial Services</e1> for $250 million.	ORG	ORG
subsidiary	In 2012 <e2>Motorola Mobility</e2> was acquired by <e1>Google</e1>.	ORG	ORG
subsidiary	<e2>TNT</e2> (now part of <e1>PostNL</e1>) was an Australian transport and logistics company with significant operations in Europe.	ORG	ORG
subsidiary	In Serbia, the <e1>Gazprom Neft</e1>'s subsidiary <e2>Naftna Industrija Srbije</e2>, holds 69 licenses.	ORG	ORG
subsidiary	Since the failure of <e2>Cisalpino</e2>, a joint venture between the Italian <e1>Trenitalia</e1> and the Swiss Federal Railways (SBB), the Pendolinos used for transalpine transport between Switzerland and Italy were split between Trenitalia (5 ETR 470 and 7 ETR 610) and SBB (4 ETR 470 and 7 ETR 610).	ORG	ORG
subsidiary	The British-American Project is now affiliated with the <e1>Johns Hopkins University</e1>'s <e2>Paul H. Nitze School of Advanced International Studies</e2> (SAIS).	ORG	ORG
subsidiary	The Infiniti Q is a sedan manufactured by <e1>Nissan</e1>'s <e2>Infiniti</e2> luxury brand	ORG	ORG
subsidiary	The DS80C390 is a microcontroller whose architecture is derived from that of the Intel 8051 processor series, introduced by <e2>Dallas Semiconductor</e2> (now part of <e1>Maxim Integrated</e1> Products).	ORG	ORG
subsidiary	<e2>EgyptAir Cargo</e2> is a wholly owned subsidiary of <e1>EgyptAir Holding Company</e1>, a state-owned company, 100% owned by the Government of Egypt.	ORG	ORG
subsidiary	<e2>Tuenti</e2> replaced the brand "Quam", also owned by <e1>Telefónica</e1> on November 18, 2014.	ORG	ORG
subsidiary	In February 2014, API Healthcare was acquired by <e1>General Electric</e1>, under the <e2>GE Healthcare</e2> Division.	ORG	ORG
subsidiary	<e1>AMR Corporation</e1> is the former name of American Airlines Group, an airline holding company based in Fort Worth, Texas, which was the parent company of American Airlines, American Eagle Airlines, <e2>AmericanConnection</e2> and Executive Airlines.	ORG	ORG
subsidiary	In 1925, <e1>AT&T</e1> created a new unit called Bell Telephone Laboratories, commonly known as <e2>Bell Labs</e2>.	ORG	ORG
subsidiary	<e1>Vivendi</e1> also acquired stake in mobile game publisher <e2>Gameloft</e2>, also owned by the Guillemots, at the same time it started acquiring Ubisoft shares.	ORG	ORG
subsidiary	As <e2>Scania</e2> is now majority owned by Volkswagen AG, making it part of <e1>Volkswagen Group</e1>, the table also includes Volkswagen Group references.	ORG	ORG
subsidiary	Four Russell Group members are constituent colleges of the University of London and a fifth London institution, <e2>Imperial College London</e2>, was part of the <e1>University of London</e1> until 2007.	ORG	ORG
subsidiary	It is the main hub of <e1>Fiji Airways</e1> and its domestic and regional subsidiary <e2>Fiji Link</e2>.	ORG	ORG
subsidiary	In 2015, <e2>Google</e2> reorganized its interests as a holding company, <e1>Alphabet Inc.</e1>, with Google as its leading subsidiary.	ORG	ORG
subsidiary	<e2>mBank</e2> received about 7 billion CHF in short term loans from its parent company <e1>Commerzbank</e1> to finance its foreign mortgage loans.	ORG	ORG
subsidiary	<e2>Aircraft Transport and Travel</e2> Limited was a British airline formed during the First World War, a subsidiary of <e1>Airco</e1>.	ORG	ORG
subsidiary	The satellites were constructed by <e2>Thales Alenia Space</e2>, a division of <e1>Thales Group</e1>.	ORG	ORG
subsidiary	In 1996, Turner's company, Turner Broadcasting System (whose <e2>Turner Entertainment</e2> division oversaw the film library), was purchased by Time Warner (now AT&T's <e1>WarnerMedia</e1>) who also owned Warner Bros.	ORG	ORG
subsidiary	It is part of the <e2>Universal Music Group</e2> which operates as a subsidiary of Paris-based media conglomerate <e1>Vivendi</e1>.	ORG	ORG
subsidiary	<e2>Alcon</e2> is currently a division of <e1>Novartis</e1> International AG, which is primarily based out of Switzerland.	ORG	ORG
subsidiary	<e2>Costa Coffee</e2> is a British coffeehouse chain which is a subsidiary of <e1>The Coca-Cola Company</e1>.	ORG	ORG
subsidiary	While French car manufacturer <e1>Groupe PSA</e1> is <e2>Faurecia</e2>'s controlling shareholder, holding around 57.4% stake, Faurecia is run as an independent company.	ORG	ORG
subsidiary	<e2>TVE Internacional</e2> is a Spanish pay television channel owned by <e1>Televisión Española</e1>.	ORG	ORG
subsidiary	He later was appointed CEO of the <e1>Amazon</e1> subsidiary company <e2>A9.com</e2>.	ORG	ORG
subsidiary	Sullivan sold <e2>Dairy Queen</e2> to Warren Buffett and <e1>Berkshire Hathaway</e1> in 1998.	ORG	ORG
subsidiary	<e2>LSG Sky Chefs</e2>, another subsidiary of <e1>Lufthansa</e1>, is located in Neu-Isenburg.	ORG	ORG
subsidiary	It was produced by <e2>Lucasfilm</e2> and distributed by parent house <e1>Walt Disney Studios</e1> Motion Pictures.	ORG	ORG
subsidiary	<e2>Paramount Pictures</e2> Corporation (also known simply as Paramount) is an American film studio and subsidiary of <e1>ViacomCBS</e1>.	ORG	ORG
subsidiary	It was part of the <e2>1st Guards Infantry Division</e2>, which itself was part of the <e1>Guards Corps</e1>.	ORG	ORG
subsidiary	<e1>Inditex</e1> now comprises multiple fashion companies, of which <e2>Zara</e2> is the flagship.	ORG	ORG
subsidiary	The <e1>Finnair</e1> low cost subsidiary <e2>FlyNordic</e2> and the privately held Nordic Leisure.	ORG	ORG
subsidiary	In 2017, Crytek Black Sea was sold to <e2>Creative Assembly</e2>, a subsidiary of <e1>Sega</e1>.	ORG	ORG
subsidiary	The <e2>Bureau of Industry and Security</e2> (BIS) is an agency of the <e1>United States Department of Commerce</e1> that deals with issues involving national security and high technology.	ORG	ORG
subsidiary	The <e2>Max Planck Institute for the Study of Societies</e2> (German: "Max-Planck-Institut für Gesellschaftsforschung", MPIfG) is a German social-science research institute within the <e1>Max Planck Society</e1> located in Cologne.	ORG	ORG
subsidiary	<e2>Colgan Air</e2> was an American certificated regional airline subsidiary of <e1>Pinnacle Airlines Corp.</e1>	ORG	ORG
subsidiary	<e2>A9.com</e2> is a subsidiary of <e1>Amazon</e1> that develops search engine and search advertising technology.	ORG	ORG
subsidiary	On December 31, 2012, <e1>Starbucks</e1> acquired <e2>Teavana</e2> in a deal with an estimated value of $620 million.	ORG	ORG
subsidiary	<e2>Thai Smile</e2>, subsidiary of <e1>Thai Airways</e1>, will join as a Connecting Partner in 2020.	ORG	ORG
subsidiary	SNS is part of <e2>Oak Ridge National Laboratory</e2>, which is managed by UT-Battelle for the <e1>United States Department of Energy</e1> (DOE).	ORG	ORG
subsidiary	Sega Studios USA, formerly <e2>Sonic Team</e2> USA, was a division of <e1>Sega</e1> and of Sonic Team while Sonic Team was a subsidiary company.	ORG	ORG
subsidiary	Universal Music Publishing Group (UMPG) is a North American music publishing company and is part of the <e2>Universal Music Group</e2>, a subsidiary of <e1>Vivendi</e1>.	ORG	ORG
subsidiary	<e2>Focus Features</e2> LLC is an American film production and distribution company, owned by Comcast through <e1>Universal Pictures</e1>, a division of its wholly owned subsidiary NBCUniversal.	ORG	ORG
subsidiary	<e2>Viverso</e2> is a subsidiary of the <e1>Bayer</e1> MaterialScience AG and produces the coatings raw material ranges Alkydal (Alkyd Resins), Roskydal (Unsaturated Polyester Resins) and Desmophen A (Hydroxyacrylates) as well as Levblend PC+ABS Recyclate.	ORG	ORG
subsidiary	Based at Fort Bragg, North Carolina, the <e2>82nd Airborne Division</e2> is part of the <e1>XVIII Airborne Corps</e1>.	ORG	ORG
subsidiary	It is part of the <e2>Maritime and Coastguard Agency</e2>, which in itself is an executive agency of the <e1>Department for Transport</e1>.	ORG	ORG
subsidiary	Services on the Ammer Valley Railway are operated with Regio-Shuttle (class 650.0, 650.1 and 650.3) DMUs by "<e2>DB ZugBus Regionalverkehr Alb-Bodensee</e2>", a subsidiary of <e1>DB Regio</e1> AG.	ORG	ORG
subsidiary	In 2013, <e1>Kering</e1> (formerly PPR) spun off <e2>Fnac</e2> as an independent company.	ORG	ORG
subsidiary	Fermi National Accelerator Laboratory (<e2>Fermilab</e2>), located just outside Batavia, Illinois, near Chicago, is a <e1>United States Department of Energy</e1> national laboratory specializing in high-energy particle physics.	ORG	ORG
subsidiary	<e1>US Airways Group</e1> operated US Airways, along with its subsidiaries PSA Airlines, Inc. and Piedmont Airlines, Inc., which are wholly owned but marketed under the branding of <e2>US Airways Express</e2>.	ORG	ORG
subsidiary	<e2>SBB Cargo</e2> is a subsidiary of <e1>Swiss Federal Railways</e1> (SBB) specialising in railfreight and is operated as the Freight division.	ORG	ORG
subsidiary	Centricity is a brand of healthcare IT software systems from <e2>GE Healthcare</e2>, a division of <e1>General Electric</e1>.	ORG	ORG
subsidiary	<e2>JetLite</e2> was a low-cost subsidiary of <e1>Jet Airways</e1>.	ORG	ORG
subsidiary	In January 2017, <e1>Mediawan</e1> acquired <e2>AB Groupe</e2> for €270 million.	ORG	ORG
subsidiary	These are designated and supported by the National Oceanic and Atmospheric Administration (<e2>NOAA</e2>) under the <e1>United States Department of Commerce</e1>.	ORG	ORG
subsidiary	<e2>M2</e2> (M Kettő) is a Hungarian television channel owned and operated by <e1>Magyar Televízió</e1>.	ORG	ORG
subsidiary	In April 2006, <e2>Lionhead Studios</e2> was acquired by <e1>Microsoft</e1> Game Studios.	ORG	ORG
subsidiary	The <e2>Max Planck Institute for Solar System Research</e2> (Max-Planck-Institut für Sonnensystemforschung) of the <e1>Max Planck Society</e1> was located in Lindau from 1946 to 2014, when it was moved to Göttingen.	ORG	ORG
subsidiary	<e1>Telefónica</e1> Spain uses <e2>Movistar</e2> as its flagship brand, while O2 is a secondary low-cost brand.	ORG	ORG
subsidiary	In April 2000, <e2>Ben & Jerry's</e2> sold the company to Anglo-Dutch multinational food giant <e1>Unilever</e1>.	ORG	ORG
subsidiary	The <e2>European Agency for Safety and Health at Work</e2> (EU-OSHA) is a decentralised agency of the <e1>European Union</e1> with the task of collecting, analysing and disseminating relevant information that can serve the needs of people involved in safety and health at work.	ORG	ORG
subsidiary	Completed in 1982, it serves as the regional headquarters of BellSouth Telecommunications, which does business as AT&T Southeast, and was acquired as part of <e1>AT&T</e1>'s acquisition of <e2>BellSouth</e2>.	ORG	ORG
subsidiary	<e2>Pure Digital</e2> (DAB radios) is in Kings Langley, with its parent company <e1>Imagination Technologies</e1> which is a world-leading designer of microprocessors.	ORG	ORG
subsidiary	In September 2009, <e2>Cegelec</e2> was purchased by <e1>Vinci</e1>.	ORG	ORG
subsidiary	Fable Heroes is a beat 'em up video game in the "Fable" series, developed by <e2>Lionhead Studios</e2> and published by parent organisation <e1>Microsoft</e1> Studios for Xbox 360.	ORG	ORG
subsidiary	In 2001 <e2>Geekcorps</e2> became a division of the <e1>International Executive Service Corps</e1> located in Washington, D.C.	ORG	ORG
child	<e2>Diana, Princess of Wales</e2>, was a great-great-granddaughter of the 1st Baron Fermoy through her mother, <e1>Frances Shand Kydd</e1>.	PERSON	PERSON
child	<e2>Roman Giertych</e2> comes from a family of Polish politicians, a son of <e1>Maciej Giertych</e1> and a grandson of Jędrzej Giertych.	PERSON	PERSON
child	In 1320, the kingdom was restored under <e1>Władysław I the Elbow-high</e1>, then strengthened and expanded by his son <e2>Casimir III the Great</e2>.	PERSON	PERSON
child	<e2>Adeliza</e2> or Adelida (died before 1113) was a daughter of <e1>William the Conqueror</e1> and his wife, Matilda of Flanders.	PERSON	PERSON
child	Through her grandmother Yvonne Ebrel, she is the second cousin of <e2>Louise Ebrel</e2>, who is a daughter of <e1>Eugénie Goadec</e1> one of the Goadec Sisters.	PERSON	PERSON
child	A son of <e1>Fusu</e1> (allegedly; there is no firm consensus on what his relationship to the Qin royal family really is), <e2>Ziying</e2>, was made "king of Qin state", a reduced title.	PERSON	PERSON
child	<e2>Sheikh Hasina</e2> is the daughter of <e1>Sheikh Mujibur Rahman</e1>.	PERSON	PERSON
child	In keeping with this, her father is King Charlz, and she has a brother named Willum, a play on the current heir-apparent <e1>Charles, Prince of Wales</e1> and his son <e2>Prince William, Duke of Cambridge</e2>.	PERSON	PERSON
child	He is the youngest child of <e1>Mario Cuomo</e1>, the former Governor of New York, and Matilda Cuomo (née Raffa), and the brother of <e2>Andrew Cuomo</e2>, the current Governor of New York.	PERSON	PERSON
child	The community was also the birthplace of <e1>George W. Romney</e1>, governor of the U.S. state of Michigan and father of 2012 U.S. presidential candidate <e2>Mitt Romney</e2>.	PERSON	PERSON
child	It is named after <e1>Thetis</e1>, the mother of <e2>Achilles</e2>.	PERSON	PERSON
child	Julia Livilla ( – ) was the youngest child of <e1>Germanicus</e1> and Agrippina the Elder and the youngest sister of the Emperor <e2>Caligula</e2>.	PERSON	PERSON
child	Lord Muruga is son of Lord <e1>Shiva</e1>, brother of Lord <e2>Ganesha</e2>.	PERSON	PERSON
child	He was slain by <e1>Leto</e1>'s protective children Artemis and <e2>Apollo</e2>.	PERSON	PERSON
child	Most notable, <e1>Pepin the Short</e1>, the first Carolingian king of the Franks and father of <e2>Charlemagne</e2>.	PERSON	PERSON
child	In 1541 Humayun married <e1>Hamida Banu Begum</e1>, who gave birth to the infant <e2>Akbar</e2> at Umarkot in the year 1542.	PERSON	PERSON
child	Libo was the nephew of emperor <e1>Antoninus Pius</e1>, and cousin to emperor <e2>Marcus Aurelius</e2>.	PERSON	PERSON
child	In Leipzig he became intimate with <e1>Christian Gottfried Körner</e1>, father of the poet Karl <e2>Theodor Körner</e2>; in Dresden Huber became engaged to Dora Stock, sister of Körner's betrothed, and associated with Schiller, who was one of Körner's stanchest friends.	PERSON	PERSON
child	He is noted for a feud with <e2>Randy Savage</e2> in International Championship Wrestling, the southern promotion that Savage ran with his father <e1>Angelo Poffo</e1> and his brother Lanny Poffo.	PERSON	PERSON
child	<e1>Thomas Lincoln</e1> (1778-1851) was the father of <e2>Abraham Lincoln</e2>.	PERSON	PERSON
child	<e2>Lidia Zamenhof</e2> (; 29 January 1904–1942) was a Polish writer, publisher, translator and the youngest daughter of Klara (Silbernik) and <e1>L. L. Zamenhof</e1>, the creator of Esperanto.	PERSON	PERSON
child	In the "Prose Edda", written in the 13th century by Snorri Sturluson, <e1>Nanna</e1> is the wife of Baldr and the couple produced a son, the god <e2>Forseti</e2>.	PERSON	PERSON
child	From the New York clan, Sara Delano married <e1>James Roosevelt</e1> and their only child, <e2>Franklin Delano Roosevelt</e2>, became President of the United States.	PERSON	PERSON
child	Julia Major (October 39 BC-AD 14), also known as <e2>Julia the Elder</e2>, was the only child of Augustus, from his second marriage with <e1>Scribonia</e1>.	PERSON	PERSON
child	Octavian was married to <e1>Scribonia</e1>, with whom he had a daughter called Julia, now known as <e2>Julia the Elder</e2>.	PERSON	PERSON
child	Archbishop Mauger of Rouen in the eleventh century, had a half-brother <e1>Robert I, Duke of Normandy</e1> who was the father of <e2>William the Conqueror</e2>.	PERSON	PERSON
child	At this time <e2>Moses</e2> was born to his father <e1>Amram</e1>, son (or descendant) of Kehath the Levite, who entered Egypt with Jacob's household; his mother was Jochebed (also Yocheved), who was kin to Kehath.	PERSON	PERSON
child	He met the young anarchist <e1>Miguel Almereyda</e1> (Eugène Bonaventure Vigo) around 1896 and would be godfather to his son, the future filmmaker <e2>Jean Vigo</e2>.	PERSON	PERSON
child	One of the Cappadocian tribes he mentions is the Moschoi, associated by Flavius Josephus with the biblical figure <e2>Meshech</e2>, son of <e1>Japheth</e1>: "and the Mosocheni were founded by Mosoch; now they are Cappadocians".	PERSON	PERSON
child	In some versions, Persephone is the mother of <e1>Zeus</e1>' son <e2>Dionysus</e2>, (or Iacchus, and/or Zagreus, as a result of their identification with Dionysus).	PERSON	PERSON
child	Instead of portraying <e2>George W. Bush</e2> as the current president, Lil' Bush is shown as the son of President <e1>George H. W. Bush</e1>, portrayed as the current president.	PERSON	PERSON
child	<e2>Nero</e2> ("Nero Claudius Caesar Augustus Germanicus") was a great-great-grandson of Augustus and Livia through his mother, <e1>Agrippina the Younger</e1>.	PERSON	PERSON
child	She was married to the journalist Georges de Caunes (1953–60), was the mother of Canal+ TV star <e1>Antoine de Caunes</e1>, and the grandmother of actress <e2>Emma de Caunes</e2>.	PERSON	PERSON
child	According to the "Bibliotheca", Alcmene was born to <e2>Electryon</e2>, the son of <e1>Perseus</e1> and Andromeda, and king of Tiryns and Mycenae or Medea in Argolis.	PERSON	PERSON
child	<e1>Maria Pypelinckx</e1> (20 March 1538 – 19 October 1608) was a writer from the Southern Netherlands, best known today as the mother of the painter <e2>Peter Paul Rubens</e2>.	PERSON	PERSON
child	<e2>Duchess Maria Dorothea of Württemberg</e2> (Maria Dorothea Luise Wilhelmine Caroline; 1 November 1797 in Carlsruhe (now Pokój), Silesia – 30 March 1855 in Pest, Hungary) was the daughter of <e1>Duke Louis of Württemberg</e1> (1756–1817) and Princess Henriette of Nassau-Weilburg (1780–1857).	PERSON	PERSON
child	In the earliest written source mentioning Hekate, Hesiod emphasized that she was an only child, the daughter of Perses and Asteria, the sister of <e1>Leto</e1> (the mother of <e2>Artemis</e2> and Apollo).	PERSON	PERSON
child	He left the ICW following a dispute with <e1>Angelo Poffo</e1>'s son Randy Poffo, better known by his ring name <e2>Randy Savage</e2>.	PERSON	PERSON
child	He was the second surviving son of <e1>Pepin the Short</e1> and Bertrada of Laon and was a younger brother of <e2>Charlemagne</e2>.	PERSON	PERSON
child	Born <e2>Angelina Jolie</e2> Voight in Los Angeles, California, she is the daughter of actors <e1>Jon Voight</e1> and Marcheline Bertrand.	PERSON	PERSON
child	<e2>Caligula</e2> was a son of <e1>Germanicus</e1> and Agrippina the Elder.	PERSON	PERSON
child	Sometimes, <e2>Hesperus</e2>, Phaethon and Tithonus (different from the lover) were called the children of <e1>Eos</e1> by the Athenian prince, Cephalus.	PERSON	PERSON
child	He was likely one of the sons of Pharaoh <e1>Thutmose IV</e1> and thus the brother or half-brother of <e2>Amenhotep III</e2>.	PERSON	PERSON
child	For many years, it was believed Vaughn was the biological father of English film director and producer <e2>Matthew Vaughn</e2>, born when the actor was in a relationship with early 1970s socialite <e1>Kathy Ceaton</e1>.	PERSON	PERSON
child	<e1>Aurelia</e1> Cotta, the mother of <e2>Julius Caesar</e2>, was his half-sister.	PERSON	PERSON
child	Another brother, <e1>Prince Georg Ludwig of Holstein-Gottorp</e1>, was father of <e2>Peter I</e2>, who became Grand Duke of Oldenburg in 1823.	PERSON	PERSON
child	In 1429, the mother of <e2>Joan of Arc</e2>, <e1>Isabelle Romée</e1>, was thought to have come to the site to pray.	PERSON	PERSON
child	<e1>Nguyễn Sinh Sắc</e1> (chữ Hán: 阮生色, Kim Liên village in Nam Đàn District of Nghệ An, 1862–1929) was the father of <e2>Ho Chi Minh</e2>.	PERSON	PERSON
child	The other Strife is presumably she who appears in Homer's "Iliad" Book IV; equated with Enyo as sister of <e2>Ares</e2> and so presumably daughter of Zeus and <e1>Hera</e1>:	PERSON	PERSON
child	The inscription of the stele, extolling the merits and virtues of the <e1>Hongwu Emperor</e1> Hongwu Emperor was written by his fourth son, the <e2>Yongle Emperor</e2>.	PERSON	PERSON
child	If so, this might mean that <e2>Decebalus</e2> was the son of <e1>Scorilo</e1>, with Duras possibly being either an older son or a brother of Scorilo.	PERSON	PERSON
child	In the Book of Exodus, <e1>Amram</e1> () is the husband of Jochebed and father of <e2>Aaron</e2>, Moses and Miriam.	PERSON	PERSON
child	In 1370 <e1>Hongwu Emperor</e1> granted to his fourth son, Zhu Di (later <e2>Yongle Emperor</e2>), the title of King of the Yan dependency, with his capital at Beiping (present-day Beijing).	PERSON	PERSON
child	<e1>Frances Shand Kydd</e1>, the mother of <e2>Diana, Princess of Wales</e2> lived on the island for many years until her death in 2004.	PERSON	PERSON
child	They were the parents of <e1>Rebekah Baines Johnson</e1>, and the maternal grandparents of <e2>Lyndon B. Johnson</e2>.	PERSON	PERSON
child	The <e1>Metis</e1> system (named for Metis the Titan who was the mother of <e2>Athena</e2> in Greek mythology) was designed to encourage productive independent browsing by children, as well as allowing for successful catalog searching by elementary school students.	PERSON	PERSON
child	<e2>Marlon Roudette</e2> was born in London and is the son of <e1>Cameron McVey</e1>, a British music producer of Scottish and English extraction, and Vonnie Roudette, a designer and artist of Dominican/Trinidadian descent residing in Saint Vincent and the Grenadines.	PERSON	PERSON
child	Barbara was engaged in 1405 to <e2>Sigismund</e2> of Luxemburg, King of Hungary, a younger son of <e1>Charles IV</e1>, Holy Roman Emperor.	PERSON	PERSON
child	Hayworth's elder sister was <e1>Volga Hayworth</e1>, mother of screen star <e2>Rita Hayworth</e2>, making Vinton Hayworth maternal uncle of both Rita Hayworth and Ginger Rogers.	PERSON	PERSON
child	According to Diodorus, <e2>Dionysus</e2> was originally the son of <e1>Zeus</e1> and Persephone (or alternately, Zeus and Demeter).	PERSON	PERSON
child	His sisters were <e1>Henrietta Grace Smyth</e1>, who married Reverend Baden Powell and was mother of <e2>Robert Baden-Powell, 1st Baron Baden-Powell</e2> (founder of the world Scouting Movement), Georgiana Rosetta Smyth, who married William Henry Flower; and Ellen Philadelphia Smyth, who married Captain Henry Toynbee of the HEIC.	PERSON	PERSON
child	The emperor Claudius Gothicus claimed descent from the Flavian dynasty, and <e2>Constantine the Great</e2> in turn claimed descent from him via his father, <e1>Constantius Chlorus</e1>.	PERSON	PERSON
child	She was the wife of general <e1>Zhao Hongyin</e1> and the mother of <e2>Emperor Taizu of Song</e2>, who founded the Song Dynasty.	PERSON	PERSON
child	According to Hesiod, <e1>Cronus</e1> sired six children by Rhea: Hestia, Demeter, <e2>Hera</e2>, Hades, Poseidon, and Zeus in that order.	PERSON	PERSON
child	The Svetambaras state that the final Tirthankara, Lord <e2>Mahavira</e2>, was born and raised in Kshatriyakund district, Vaiśālī to King Siddhartha. and Queen <e1>Trishala</e1>.	PERSON	PERSON
child	According to this view, the first King <e2>Minos</e2> was the son of Zeus and <e1>Europa</e1> and brother of Rhadamanthys and Sarpedon.	PERSON	PERSON
child	The Equirria were said to have been founded by <e2>Romulus</e2>, the son of <e1>Mars</e1>.	PERSON	PERSON
child	In 1315, Louis married <e1>Clementia of Hungary</e1>, who gave birth to <e2>John I of France</e2> a few months after the king's death.	PERSON	PERSON
child	<e1>Mario Cuomo</e1> and his son <e2>Andrew Cuomo</e2> both have served as governor of New York.	PERSON	PERSON
child	He was the second son of Ögedei Khan and <e1>Töregene Khatun</e1> and a brother of <e2>Güyük Khan</e2>.	PERSON	PERSON
child	His sister was <e1>Florence Ada Keynes</e1>, the social reformer, wife of John Neville Keynes and mother of <e2>John Maynard Keynes</e2> (see Keynes family).	PERSON	PERSON
child	In the short-term, administration of the empire was given to Mucianus who was aided by <e1>Vespasian</e1>'s son, <e2>Domitian</e2>.	PERSON	PERSON
child	<e2>Hans Spemann</e2> was born in Stuttgart, the eldest son of publisher <e1>Wilhelm Spemann</e1> and his wife Lisinka, née Hoffman.	PERSON	PERSON
child	She was married to actor <e1>John Aniston</e1> with whom she had a daughter, <e2>Jennifer Aniston</e2>.	PERSON	PERSON
child	He is the son of 1996 Formula One world champion <e2>Damon Hill</e2> and the grandson of two-time Formula One world champion <e1>Graham Hill</e1>.	PERSON	PERSON
child	<e1>Vsevolod I of Kiev</e1> was the father of <e2>Vladimir II Monomakh</e2>, giving rise to the name Monomakh for his progeny.	PERSON	PERSON
child	<e2>Johann Christoph Friedrich Bach</e2> (21 June 1732 – 26 January 1795) was a harpsichordist and composer, the fifth son of <e1>Johann Sebastian Bach</e1>, sometimes referred to as the "Bückeburg Bach".	PERSON	PERSON
child	<e1>Isabelle Romée</e1>, also known as Isabelle de Vouthon and Isabelle d'Arc (1377–1458) and Ysabeau Romee, was the mother of <e2>Joan of Arc</e2>.	PERSON	PERSON
child	He is known for being the husband of <e1>Antonia Gordiana</e1>, daughter of Gordian I and sister of Gordian II, and being the father of the Roman emperor <e2>Gordian III</e2>.	PERSON	PERSON
